a,7243
á,905
à,26
ab,2
abafada,6
abafadas,2
abafado,16
abafados,2
abafalo,1
abafando,3
abafandose,1
abafar,1
abafaramse,1
abafasse,1
abafava,3
abafavam,2
abafoulhe,2
abaixára,1
abaixo,15
abaixou,2
abaixouse,1
abalada,2
abalado,3
abalamos,1
abalando,2
abalar,6
abalára,5
abalasse,1
abalava,6
abalavam,1
abalemos,1
abalo,3
abalos,1
abalou,16
abanando,1
abanandose,2
abanarse,1
abanavase,2
abanca,1
abancado,1
abancar,1
abancaram,1
abancarem,1
abancou,3
abandona,1
abandonada,6
abandonado,9
abandonando,1
abandonandoa,1
abandonandolhe,1
abandonandose,2
abandonar,4
abandonara,2
abandonára,5
abandonares,1
abandonaria,1
abandonarse,1
abandonasse,1
abandonassem,1
abandonaste,1
abandonavam,1
abandonavamno,1
abandonavamse,1
abandonavase,1
abandoneia,1
abandono,6
abandonou,5
abandonoulhe,1
abandonouse,2
abanouo,1
abanouse,1
abarrota,1
abas,6
abater,1
abatera,1
abatiam,1
abatido,2
abatimento,2
abatimentos,1
abatjour,3
abatjours,2
abatteuse,1
abbade,32
abdicado,2
abecê,1
abegoaria,1
abençoada,1
abençoado,2
abençoador,1
abençoalos,1
abençoandoo,1
aberração,1
aberta,26
abertas,22
aberto,21
abertos,23
abertura,5
abetos,2
abide,1
abiscoitando,1
abjecta,1
abominação,1
abominava,2
abominaveis,4
abominavel,5
abominavelmente,3
abonecada,1
aborrecerse,1
aborrecese,1
aborrecido,1
aborrecimento,3
abotoado,8
abotoando,6
abotoandoa,1
abotoar,4
abotoára,2
abotoavam,1
abotoou,2
about,8
abraça,1
abraçada,5
abraçado,3
abraçalo,1
abraçando,3
abraçandoo,3
abraçar,6
abraçara,1
abraçaramse,2
abraçárao,1
abraçarse,1
abraçavaa,1
abraçavao,1
abracemse,2
abraço,8
abraços,8
abraçose,1
abraçou,4
abraçoua,1
abraçoume,1
abraçouo,1
abraçouse,2
abrahão,10
abrandar,1
abrangia,2
abrazada,1
abrazado,2
abrazarlhe,2
abre,4
abri,1
abria,18
abrialhe,1
abriam,2
abriase,4
abrigada,2
abrigadas,2
abrigado,1
abrigados,1
abrigala,1
abrigando,1
abrigára,1
abrigava,1
abrigo,4
abril,8
abrilada,1
abrimola,1
abrindo,11
abrindoa,1
abrio,1
abrir,23
abrira,4
abrirlhe,2
abrirquando,1
abrirse,4
abrissem,1
abriu,34
abriua,1
abriuse,4
abriusee,1
abro,1
abruptamente,1
absintho,2
absoluta,8
absolutamente,11
absoluto,4
absorvendose,1
absorvente,1
absorver,1
absorveramno,1
absorveuse,1
absorvido,2
abstenção,2
abstenções,1
abstevese,1
abstracção,1
abstrahidamente,1
absurda,6
absurdamente,1
absurdas,1
absurdo,12
abundam,1
abundancia,3
abundava,2
abundavam,1
abysmado,1
abysmarse,1
abysmo,2
abysmos,1
abyssinia,1
acaba,3
acabada,1
acabadas,1
acabado,7
acabaes,1
acabamos,2
acabando,14
acabar,23
acabara,2
acabára,4
acabarae,1
acabaria,1
acabarmos,1
acabasse,5
acabava,20
acabavam,5
acabou,13
acabouse,20
acabrunhada,1
acabrunhado,1
acabrunhando,1
acabrunhava,1
acaçapada,1
acaçapado,1
acacias,10
acaciaspara,1
academia,4
academico,3
academicos,1
açafate,3
acalma,1
acalmar,2
acamados,1
acamaradadas,1
acamava,1
acampamento,1
acanhado,2
acantoouse,1
acariciador,2
acariciando,3
acariciandolhe,1
acariciandoo,1
acariciar,3
acariciava,3
acariciavalhe,1
acariciou,2
acaricioua,1
acaso,25
acatar,1
acavallam,1
acção,6
accaso,1
accedeu,3
acceitando,1
acceitar,2
acceitaram,1
acceitarquando,1
acceito,1
acceitou,5
accelerou,1
accendelo,1
accendendo,14
accender,11
accendera,4
accendêra,1
accenderam,1
accendesse,1
accendeu,11
accendeulhe,1
accendia,6
accendiamse,1
accendido,2
accento,3
accentuandoa,1
accentuava,1
accepção,1
accept,1
accepted,2
accepting,1
accesa,2
accêsa,1
accêsas,1
acceso,6
accêso,3
accesos,2
accêsos,2
access,10
accessed,1
accessible,1
accessit,2
accessivel,2
accesso,4
accessos,2
accezas,3
accezos,1
accidents,1
acclamação,1
acclamando,1
acções,3
accommodação,1
accommodandose,1
accommodar,2
accommodara,1
accommodára,1
accommodaramse,1
accommodarse,2
accommodasse,1
accommodou,1
accomodava,1
accomodou,1
accordado,1
accordance,2
accordava,1
accordes,2
accordo,4
accrescentara,1
accrescentava,3
accrescentou,12
accudia,1
accudiu,4
accumulação,1
accumulado,1
accumulados,2
accumularao,1
accumulavam,2
accumulouas,1
accusado,1
accusar,1
accusava,1
accuses,1
accusou,1
accusouo,1
aceada,1
aceio,2
aceitação,1
aceitado,1
aceitam,1
aceitar,3
aceitára,1
aceitaria,1
aceitariam,1
aceitava,4
aceito,1
aceitou,3
acenarlhe,1
acenava,1
aceno,4
acenolhe,1
acenos,1
acenosinho,1
acênosinho,1
acepipe,1
acerba,1
acerbamente,1
acerbas,1
acerca,1
ácerca,2
acercaram,1
acercarse,1
acercava,1
acercou,2
acercouse,6
acha,22
achacado,1
achado,4
achados,1
achalhe,1
achando,10
achandoo,1
achandose,1
achaques,2
achar,13
achara,1
achára,7
acháraa,1
acháralindissimo,1
acharam,3
acharamse,1
acharao,1
acharem,1
acharse,2
achas,8
achase,1
achatadas,1
achatado,1
achatavam,1
achava,50
achavaa,5
achavalhe,5
achavam,1
achavamos,1
achavao,5
achavascado,2
achavase,7
achegouo,1
achei,2
acheia,1
acheime,1
acho,11
achote,1
achou,16
achoua,2
achoulhe,3
achouo,3
achouse,11
acida,1
acima,17
acirralahia,1
acirrou,1
aclarala,1
aclarar,1
aclarára,1
aclarou,1
aclimatavam,1
aço,3
acobardado,1
acobardava,1
acochado,1
acolá,2
acolchoada,1
acolchoado,3
acolchoados,1
acolhem,1
acolhendo,1
acolheu,2
acolheuo,1
acolhia,1
acolhiam,1
acolhiao,1
acolxoado,1
acompanha,1
acompanhada,1
acompanhado,4
acompanhados,1
acompanhala,1
acompanhalo,1
acompanhalos,3
acompanhame,1
acompanhamento,2
acompanhando,3
acompanhandoa,1
acompanhao,1
acompanhar,10
acompanhara,1
acompanharam,1
acompanhava,4
acompanhavaa,1
acompanhavam,1
acompanhavao,1
acompanho,1
acompanhou,1
acompanhouo,1
acompanhouos,2
aconchegado,2
aconchegando,1
aconselhada,1
aconselhar,2
aconselhas,1
aconselhava,2
aconselhou,4
aconselhoulha,1
aconselhoulhe,1
acontece,1
aconteceria,1
acontecia,1
acontecialhe,1
acontecido,2
acontecimento,2
acontecimentos,1
acorda,1
acordada,3
acordado,2
acordam,1
acordando,3
acordar,4
acordára,1
acordaram,1
acordaria,1
acordasse,1
acordava,2
acordo,2
acordou,8
açores,3
acostumado,2
acostumados,1
acostumar,1
acostumou,1
acotovelandose,1
acotovelavam,1
acotovella,1
acquisição,2
acre,1
acredita,4
acreditam,1
acreditar,11
acreditaremse,1
acreditaria,2
acreditas,3
acreditassemos,1
acreditava,3
acreditavam,1
acredite,9
acredito,1
acrescentado,1
acrescentar,2
acrescentava,3
acrescentou,23
acrobata,2
acropole,1
acta,1
activa,3
active,2
actividade,3
actividades,1
activos,1
acto,10
actor,1
actos,1
actriz,1
actrizes,3
actual,1
acudam,1
acudia,1
acudiam,2
acudiamlhe,1
acudira,1
acudiu,33
adamascada,1
adamascado,1
addiado,1
addido,3
addition,1
additional,4
additions,1
addito,1
address,1
addresses,1
adelgaçado,1
adelgaçarse,1
adelia,13
adeus,25
adeustomava,1
adiada,1
adiando,1
adiantado,1
adiantamos,1
adiantando,3
adiantandose,2
adiantar,1
adiantase,1
adiantasse,1
adiantavam,1
adiante,30
adiantou,1
adiantouse,3
adiar,1
adiava,2
adiavase,1
adiós,1
adivinha,2
adivinhada,1
adivinhar,4
adivinhára,1
adivinhaste,1
adivinhava,2
adjectivo,1
administrador,20
administrava,2
admira,2
admiração,16
admirações,3
admirador,1
admiradora,1
admiradores,1
admiram,1
admirando,3
admirandoo,1
admirar,5
admirara,2
admirará,1
admiraram,1
admiraria,1
admirarse,1
admirasse,1
admirava,7
admiravachegou,1
admiravam,1
admiravamlhe,1
admiraveis,1
admiravel,5
admiravelmente,3
admiroulhe,1
admissão,1
admitte,3
admitti,1
admittia,5
admittido,1
admitto,2
adoçar,1
adoçava,1
adocicada,2
adocicadas,1
adocicado,2
adocicava,1
adoçou,1
adoecer,3
adoecera,2
adoecia,1
adoecido,1
adoentada,2
adoidado,1
adoptao,1
adoptar,1
adoptára,1
adora,1
adoração,4
adorada,2
adorado,3
adórala,1
adorando,1
adorar,2
adorára,1
adorarte,1
adorava,7
adoravaa,4
adoravam,1
adoraveis,2
adoravel,19
adoravelmente,1
adormecendo,4
adormecendoquando,1
adormecer,3
adormecera,2
adormeceria,1
adormeceu,2
adormeci,1
adormecia,3
adormeciam,1
adormecida,10
adormecidao,1
adormecidas,1
adormecido,9
adormecimento,2
adormentados,1
adornar,1
adorno,1
adoro,4
adorote,1
adorou,1
adosinda,6
adquirese,1
adquiriam,1
adquirir,1
adresse,8
adresserua,1
adresses,1
adro,3
adros,2
aduaneiros,1
adulava,1
adulteração,1
adulterio,3
adulterios,1
adultero,1
adunco,1
aduncos,1
advento,3
advertido,1
advertiu,1
advertiua,1
afadistadas,1
afagala,1
afagar,1
afagasse,1
afastada,1
afastado,3
afastandose,2
afastar,1
afastase,1
afastava,1
afastou,2
afastouse,2
afectado,1
aferrado,1
aferrolhárase,1
aferrolhou,1
affago,1
affastandose,1
affastaramse,1
affastarse,2
affastava,2
affastou,2
affastouse,3
affavel,6
affectada,1
affectado,2
affectando,4
affectara,2
affectaram,1
affectava,3
affectavam,1
affecto,2
affectuosa,1
affectuosamente,1
affectuosas,1
affectuoso,1
affeição,8
affeiçoára,1
affeiçoarase,1
affeições,4
affiançava,1
affigurouse,1
affirma,2
affirmações,1
affirmando,4
affirmandolhe,2
affirmar,3
affirmaram,4
affirmaramme,1
affirmarlhe,1
affirmava,6
affirmavalhe,1
affirmavam,3
affirmou,11
affirmoulhe,1
affirmoumo,1
affirmouse,1
afflicção,6
afflicções,1
afflicta,5
afflictaadiante,1
afflictivos,1
afflicto,4
affligé,1
affligeme,1
affligia,2
affligiame,1
affligido,1
affligir,2
afflija,1
affogada,1
affogado,1
affogados,1
affogando,1
affogandolhe,1
affogar,1
affogava,1
affogueada,1
affogueado,1
affogueados,1
affonso,297
affonsocomo,1
affronta,3
affrontar,7
affrontaria,1
affrontas,1
affrontoso,1
afiada,1
afiadas,1
afiançarlhe,1
afiançou,2
afiando,1
afigurarselhe,1
afigurava,1
afilado,1
afinar,2
afinfo,1
afivelada,1
afogadas,1
afogado,1
afogava,1
afogavam,1
afogueada,1
afogueado,3
afogueados,1
afonso,2
africa,9
africana,1
africano,1
africanos,1
afundados,1
afundára,1
afundarse,1
afundava,1
